"","artist","track","target","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"393","Toddla T","Foundation","dislike",0.442,0.547,"11",-8.076,"0",0.0534,0.0106,0.887,0.492,0.34,85.031,209667
"394","Chronixx","Here Comes Trouble","dislike",0.758,0.786,"4",-4.897,"0",0.108,0.156,0,0.0658,0.786,83.495,234587
"395","Burning Spear","Hail H.I.M.","dislike",0.781,0.649,"4",-7.831,"0",0.0578,0.145,0.177,0.0452,0.689,137.857,255853
"396","Morgan Heritage","Mount Zion Medley (ft. Capleton, Jah Cure, LMS, Ras Shiloh, Bushman)","dislike",0.622,0.467,"10",-11.454,"0",0.295,0.121,0,0.153,0.778,137.722,357027
"397","Ini Kamoze","World A Reggae (Out In The Street They Call It Murder)","dislike",0.867,0.5,"6",-6.422,"0",0.063,0.00224,0,0.0733,0.801,78.594,237693
"398","Jah Cure","Longing For","dislike",0.67,0.541,"4",-7.415,"0",0.293,0.29,3.11e-06,0.0751,0.488,167.935,232000
"399","Alpha Blondy","Je suis venu te dire que je m'en vais","dislike",0.808,0.638,"4",-7.102,"0",0.157,0.0046,0.000389,0.322,0.582,150.062,249293
"400","Mungo's Hi Fi","Did You Really Know","dislike",0.689,0.608,"11",-10.218,"0",0.192,0.3,0.0184,0.122,0.575,179.949,272297
"401","The Hempolics","Me Love To Sing","dislike",0.758,0.617,"1",-6.982,"1",0.353,0.118,0,0.107,0.926,162.077,204574
"402","Ken Boothe","Ain't No Sunshine","dislike",0.629,0.53,"7",-12.481,"0",0.0998,0.366,0,0.313,0.905,151.801,138467
"403","Alaine","Deeper","dislike",0.678,0.585,"9",-4.963,"0",0.143,0.318,0,0.065,0.627,83.959,230107
"404","Romain Virgo","No Money","dislike",0.753,0.69,"9",-2.947,"0",0.259,0.308,0,0.0865,0.916,81.99,210920
"405","Mista Savona","Carnival Horns","dislike",0.692,0.788,"4",-6.459,"0",0.0654,0.0134,0.856,0.129,0.806,85.073,262171
"406","Damian Marley","Living It Up","dislike",0.714,0.676,"11",-6.71,"1",0.172,0.0608,0,0.0699,0.799,97.004,240347
"407","Mungo's Hi Fi","Amsterdam","dislike",0.858,0.41,"8",-9.854,"1",0.0758,0.0139,0,0.127,0.723,165.043,236800
"408","Damian Marley","Beautiful","dislike",0.706,0.873,"5",-5.023,"0",0.112,0.0847,0,0.0445,0.83,92.979,287787
"409","Shaggy","The Voices Of Sweet Jamaica - All Star Remix","dislike",0.669,0.71,"10",-3.644,"1",0.134,0.034,0,0.144,0.908,174.052,246364
"410","Gentleman","Superior","dislike",0.666,0.768,"0",-5.559,"0",0.124,0.354,0,0.0521,0.972,152.357,229667
"411","Sean Paul","I'm Still in Love with You","dislike",0.765,0.666,"7",-5.384,"1",0.172,0.102,0,0.116,0.756,87.002,273360
"412","Sean Paul","I'm Still in Love with You","dislike",0.765,0.666,"7",-5.384,"1",0.172,0.102,0,0.116,0.756,87.002,273360
"413","Duane Stephenson","Cool Runnings","dislike",0.852,0.564,"7",-6.409,"0",0.181,0.0337,0,0.0546,0.766,73.241,234800
"414","Jesse Royal","Real Love","dislike",0.543,0.588,"2",-4.366,"0",0.0775,0.292,1.92e-05,0.147,0.211,74.742,249067
"415","Major Lazer","Can't Stop Now","dislike",0.717,0.604,"3",-6.194,"1",0.141,0.0772,0.000243,0.338,0.585,81.549,243253
"416","Major Lazer","Can't Stop Now","dislike",0.717,0.604,"3",-6.194,"1",0.141,0.0772,0.000243,0.338,0.585,81.549,243253
"417","Sizzla","Just One Of Those Days","dislike",0.704,0.604,"0",-5.78,"1",0.165,0.0379,0,0.0488,0.522,148.017,233267
"418","Chronixx","Skankin' Sweet","dislike",0.734,0.668,"2",-5.481,"0",0.0802,0.0809,1.27e-06,0.14,0.673,77.985,252125
"419","Etana","Loving You In Dub","dislike",0.664,0.733,"6",-6.268,"1",0.0809,0.0059,0.00482,0.128,0.851,167.031,239154
"420","Sanchez","Missing You","dislike",0.786,0.223,"0",-12.844,"1",0.266,0.00281,6.03e-06,0.0816,0.84,166.819,202600
"421","Gappy Ranks","The Rain","dislike",0.691,0.552,"5",-7.275,"1",0.276,0.367,0,0.085,0.841,164.016,255373
"422","Bugle","Nuh Compatible","dislike",0.455,0.686,"5",-4.527,"0",0.255,0.526,0,0.119,0.623,173.754,200438
"423","Pressure","Love And Affection","dislike",0.664,0.686,"5",-6.173,"0",0.174,0.00681,0,0.135,0.529,86.352,258653
"424","Alborosie","Kingston Town","dislike",0.788,0.773,"9",-5.272,"0",0.099,0.0381,0,0.35,0.584,73.978,192400
"425","Hollie Cook","Superstar","dislike",0.733,0.627,"1",-9.835,"1",0.0362,0.121,0.0671,0.078,0.713,150.061,245679
"426","Kranium","Nobody Has to Know","dislike",0.792,0.682,"11",-4.96,"0",0.173,0.00168,0,0.169,0.666,84.983,222893
"427","Damian Marley","Welcome To Jamrock","dislike",0.801,0.666,"7",-6.558,"1",0.335,0.0194,0,0.281,0.759,76.638,213200
"428","Richie Spice","Brown Skin","dislike",0.765,0.601,"5",-7.399,"0",0.256,0.168,0.00976,0.122,0.773,80.018,219040
"429","Capleton","That Day Will Come","dislike",0.687,0.802,"8",-6.005,"1",0.114,0.0986,0,0.131,0.908,153.37,243800
"430","Vibronics","Mirror Dub","dislike",0.774,0.612,"6",-10.446,"0",0.117,0.204,0.178,0.117,0.374,167.991,211573
"431","Kabanjak","Revelation Dub","dislike",0.521,0.807,"7",-7.954,"1",0.0852,0.0327,0.841,0.125,0.647,163.998,215000
"432","Sly & The Revolutionaries","Marijuana","dislike",0.777,0.484,"6",-8.721,"0",0.253,0.0145,0.708,0.107,0.413,81.776,165173
"433","Steel Pulse","Stop You Coming And Come","dislike",0.95,0.777,"3",-4.706,"0",0.0318,0.163,0,0.159,0.908,114.976,251400
"434","10 Ft. Ganja Plant","Chalwa","dislike",0.775,0.611,"2",-7.093,"0",0.0473,0.228,0.892,0.0333,0.937,136.691,278320
"435","Augustus Pablo","King Tubby Meets The Rockers Uptown","dislike",0.768,0.739,"1",-10.412,"1",0.0502,0.0324,0.85,0.316,0.874,133.689,151487
"436","The Upsetters","Croaking Lizard","dislike",0.763,0.521,"11",-13.824,"0",0.355,0.369,0.223,0.14,0.806,148.321,206307
"437","Black Uhuru","Dub You Haffe Dub","dislike",0.671,0.515,"0",-14.009,"1",0.0458,0.0561,0.528,0.0673,0.405,143.027,284400
"438","Roots Radics","The Alien Aborts","dislike",0.752,0.491,"11",-12.526,"1",0.0731,0.0243,0.499,0.264,0.531,147.942,198547
"439","Anthony B","Low Di Herb","dislike",0.714,0.489,"9",-10.305,"1",0.315,0.449,5.47e-05,0.0759,0.826,172.291,200533
"440","Mikey Dread","Break down the Walls","dislike",0.751,0.418,"6",-15.045,"0",0.386,0.0165,2.65e-05,0.213,0.763,165.571,249400
"441","Jah Free","Hear Me Dub","dislike",0.84,0.375,"0",-13.114,"1",0.0739,7.06e-05,0.877,0.0905,0.762,129.269,223980
"442","King Tubby","Roots of Dub","dislike",0.645,0.568,"1",-8.83,"1",0.0525,0.266,0.712,0.112,0.452,76.903,194413
"443","Zenzile","Wa Dem A Go Do Riddim","dislike",0.804,0.547,"8",-16.497,"1",0.0912,5.17e-05,0.81,0.03,0.97,123.493,211373
"444","DubXanne","Message In A Bottle - Dub","dislike",0.742,0.714,"9",-8.799,"1",0.0647,0.18,0.0199,0.125,0.786,140.958,249667
"445","Tommy McCook","A Dancing Version","dislike",0.677,0.836,"10",-4.894,"1",0.11,0.00687,0.742,0.108,0.643,82.309,146053
"446","Scientist","Your Teeth In My Neck","dislike",0.836,0.492,"6",-8.463,"0",0.259,0.0615,0.00936,0.0482,0.528,145.138,278307
"447","Easy Star All-Stars","Great Dub In The Sky","dislike",0.739,0.753,"5",-6.679,"1",0.0615,0.664,0.961,0.152,0.565,126.418,261600
"448","Roots Radics","Mission Impossible","dislike",0.812,0.45,"9",-8.612,"0",0.0863,0.226,0.854,0.09,0.477,143.035,197680
"449","Yabby You","Conquering Dub","dislike",0.776,0.669,"11",-9.445,"0",0.0694,0.237,0.805,0.119,0.657,135.671,198867
"450","The Abyssinians","Satta Massa Gana","dislike",0.564,0.705,"6",-5.938,"0",0.0543,0.294,0,0.425,0.701,75.102,217573
"451","Zion Train","Earthquake","dislike",0.709,0.93,"5",-6.787,"0",0.0398,0.00113,0.81,0.36,0.801,145.01,278947
"452","Dub Syndicate","Jamaican Proverb","dislike",0.809,0.6,"9",-7.949,"0",0.138,0.00264,4.63e-06,0.108,0.657,158.492,255533
"453","Groundation","Jah Jah Know","dislike",0.734,0.496,"8",-9.612,"1",0.178,0.101,1.42e-05,0.312,0.542,81.693,363867
"454","Scientist","Blood On His Lips","dislike",0.907,0.571,"9",-9.959,"0",0.151,0.135,0.722,0.367,0.774,143.329,180467
"455","Lee Perry & The Upsetters","Curly Dub","dislike",0.704,0.0717,"10",-21.232,"0",0.273,0.00188,0.0929,0.117,0.488,143.161,216653
"456","The Aggrovators","Rockers Almighty Dub","dislike",0.733,0.407,"10",-13.773,"0",0.128,0.0989,0.0808,0.186,0.782,147.979,223840
"457","Sly & The Revolutionaries","Cocaine","dislike",0.771,0.545,"3",-8.649,"0",0.0584,0.0118,0.857,0.144,0.757,144.427,230920
"458","Zion Train","Free Heart","dislike",0.762,0.473,"6",-13.683,"0",0.402,0.000177,0.904,0.127,0.961,150.021,260227
"459","King Tubby","Country Gal Dub","dislike",0.88,0.325,"7",-9.078,"1",0.0722,0.0026,0.863,0.098,0.69,139.795,204973
"460","Roots Radics","Storming The Death Star","dislike",0.771,0.348,"7",-8.766,"0",0.16,0.0807,0.702,0.0945,0.619,143.817,187600
"461","The G.G. All Stars","Love Of Jah Jah Children","dislike",0.755,0.55,"9",-7.675,"0",0.25,0.349,0.866,0.0924,0.846,78.578,151560
"462","Groundation","Ruling Dub","dislike",0.823,0.367,"10",-10.842,"0",0.0582,0.0491,0.0355,0.0907,0.595,122.223,424600
"463","Mad Professor","Fast Forward Into Dub","dislike",0.911,0.555,"9",-9.892,"1",0.0518,0.000471,0.0571,0.0871,0.933,114.639,310307
"464","Jah Lion","Soldier And Police War","dislike",0.907,0.556,"11",-11.332,"0",0.132,0.0482,0,0.276,0.965,127.51,248573
"465","Roots Radics","The Son Of Darth Vader","dislike",0.508,0.453,"11",-9.137,"0",0.21,0.00635,0.275,0.0566,0.546,180.412,187093
"466","The Upsetters","Dub Dat","dislike",0.909,0.512,"6",-7.948,"0",0.174,0.00198,0.654,0.0663,0.791,133.98,202040
"467","Gregory Isaacs","Public Eyes","dislike",0.8,0.646,"11",-7.86,"1",0.0552,0.0456,0.859,0.0458,0.86,131.71,176600
"468","East Park Reggae Collective","Bomber Jacket","dislike",0.716,0.694,"9",-7.475,"0",0.118,0.019,0.00381,0.089,0.447,78.175,214707
"469","Lee Perry & The Upsetters","Bird In Hand","dislike",0.81,0.481,"4",-13.236,"0",0.375,0.631,0.0182,0.145,0.827,155.44,202747
"470","The Abyssinians","African Dub","dislike",0.804,0.21,"9",-18.514,"0",0.0479,0.00474,0.0156,0.0706,0.851,130.497,132027
"471","Augustus Pablo","Keep On Dubbing","dislike",0.698,0.275,"2",-16.645,"1",0.0846,0.0205,0.875,0.0897,0.412,137.546,191067
"472","Mad Professor","Asylum Of Dub","dislike",0.727,0.397,"1",-10.829,"1",0.0373,0.00559,0.64,0.243,0.56,136.423,237573
"473","Love Grocer","A Little Rain Must Fall","dislike",0.698,0.664,"1",-11.848,"0",0.0287,0.0125,0.779,0.0754,0.783,139.996,279227
"474","The Upsetters","Return Of Django","dislike",0.752,0.595,"1",-9.306,"1",0.04,0.12,0.846,0.128,0.949,76.998,149444
"475","Twilight Circus Dub Sound System","Dub Voyage","dislike",0.654,0.844,"5",-6.689,"0",0.229,0.0177,0.637,0.192,0.28,133.657,208627
"476","Easy Star All-Stars","Karma Police","dislike",0.681,0.562,"7",-7.303,"1",0.03,0.314,3.85e-05,0.147,0.804,144.509,288080
"477","Horace Andy","Skylarking","dislike",0.73,0.459,"2",-12.416,"0",0.0651,0.236,0.000135,0.111,0.821,156.291,187173
"478","King Tubby","King Tubby's Conversation - Dub","dislike",0.777,0.604,"2",-9.324,"1",0.0587,0.0642,0.825,0.0536,0.651,137.381,189467
"479","Prince Jammy","Conspiracy On Neptune","dislike",0.794,0.401,"2",-12.498,"1",0.12,0.00145,0.825,0.0716,0.959,149.435,259520
"480","The Congos","Congoman","dislike",0.629,0.876,"5",-6.899,"1",0.0373,0.178,0.314,0.114,0.758,97.783,398693
"481","Aswad","Back To Africa","dislike",0.755,0.25,"9",-16.225,"0",0.318,0.0546,0.000321,0.0708,0.666,127.241,333667
"482","Scientist","Dance Of The Vampires","dislike",0.798,0.757,"2",-7.576,"1",0.174,0.0479,0.675,0.328,0.74,136.993,205627
"483","Linton Kwesi Johnson","It Noh Funny","dislike",0.737,0.435,"11",-15.229,"0",0.163,0.000449,0.000447,0.0326,0.461,135.984,223600
"484","The Heptones","Book Of Rules","dislike",0.785,0.531,"6",-14.137,"1",0.0548,0.275,0.155,0.131,0.932,142.492,211467
"485","Keith Hudson","Pick A Dub","dislike",0.702,0.55,"7",-9.739,"1",0.0365,0.295,0.873,0.579,0.594,139.18,160267
"486","Twilight Circus Dub Sound System","Slicer Dub Plate","dislike",0.634,0.824,"7",-5.918,"0",0.0686,0.021,0.849,0.35,0.396,133.541,278947
"487","Burning Babylon","Sproing-A-Dub","dislike",0.763,0.837,"10",-11.823,"0",0.0585,0.0192,0.811,0.247,0.858,159.952,214027
"488","Linval Thompson","I Love Marijuana","dislike",0.903,0.617,"1",-7.277,"0",0.0645,0.0026,0.00103,0.0791,0.84,124.167,204227
"489","The Twinkle Brothers","Never Get Burn - 2002 Digital Remastered","dislike",0.938,0.815,"9",-7.747,"0",0.138,0.452,0.00418,0.346,0.877,124.325,211293
"490","The Upsetters","Freedom - Dub","dislike",0.691,0.761,"11",-9.265,"1",0.0353,0.082,0.84,0.376,0.646,125.257,219933
"491","Mikey Dread","Saturday Night Style - Dub / Instrumental Reggae Music","dislike",0.73,0.847,"10",-7.454,"0",0.0528,0.249,0.143,0.9,0.643,123.878,293347
"492","Black Uhuru","Guess Who's Coming To Dinner","dislike",0.87,0.542,"8",-11.072,"0",0.0673,0.0622,0.00647,0.105,0.736,133.724,293067
"493","Scientist","Miss Know It All","dislike",0.694,0.414,"8",-6.596,"1",0.0384,0.00459,0.594,0.052,0.714,81.176,202200
"494","High Tone","Replay","dislike",0.77,0.479,"11",-8.923,"0",0.13,0.0959,0.641,0.13,0.293,75.024,382960
"495","Jah Thomas","White Rice Dub","dislike",0.761,0.662,"7",-10.303,"1",0.112,0.0408,0.858,0.0872,0.458,137.332,179266
"496","Wackies","Betrayers Call","dislike",0.608,0.538,"7",-11.874,"1",0.0469,0.175,0.904,0.108,0.509,155.562,182360
"497","Scotty","Draw Your Brakes","dislike",0.82,0.429,"5",-11.155,"1",0.156,0.00257,0,0.179,0.674,82.083,175907
"498","Keith Hudson","Michael Talbot Affair","dislike",0.679,0.837,"11",-6.606,"1",0.17,0.0187,0.87,0.0496,0.892,140.112,175293
"499","Dillinger","Marijuana In My Brain","dislike",0.768,0.721,"7",-6.857,"1",0.22,0.0669,0,0.268,0.814,131.229,189787
"500","Jah Lion","Wisdom","dislike",0.678,0.537,"9",-13.38,"1",0.309,0.0291,0,0.235,0.777,72.417,214200
"501","Molecule","Heat","dislike",0.91,0.297,"1",-24.368,"1",0.0578,0.784,0.917,0.0868,0.479,119.996,254280
"502","Prince Jammy","Martian Encounter","dislike",0.733,0.294,"10",-14.285,"0",0.144,0.000806,0.786,0.372,0.591,72.962,272533
"503","Big Youth","Hit The Road Jack","dislike",0.642,0.669,"1",-8.943,"0",0.0686,0.0021,2.69e-06,0.311,0.731,141.946,187333
"504","Basque Dub Foundation","Melodica Way","dislike",0.559,0.703,"4",-4.849,"0",0.0321,7.42e-05,0.777,0.0859,0.693,160.887,222213
"505","Sizzla","Be Strong","dislike",0.652,0.522,"6",-11.308,"1",0.26,0.188,0,0.776,0.815,85.414,220357
"506","The Twinkle Brothers","Since I Threw The Comb Away - 2002 Digital Remastered","dislike",0.781,0.55,"11",-9.923,"0",0.158,0.0216,2.31e-05,0.061,0.891,121.44,177667
"507","Wackies","Dub Stew","dislike",0.811,0.559,"7",-10.021,"0",0.0393,0.00233,0.9,0.0509,0.666,134.185,224027
"508","Molecule","Baby Girl - Feat. Zig Zag","dislike",0.635,0.36,"1",-18.897,"1",0.372,0.707,0.462,0.0977,0.367,120.034,260453
"509","Black Uhuru","Sponji Reggae","dislike",0.784,0.51,"7",-10.942,"0",0.0731,0.129,0.000331,0.034,0.945,74.567,269600
"510","John Holt, Sizzla","Police In Helicopter - N/A","dislike",0.759,0.764,"6",-5.314,"1",0.105,0.345,0,0.137,0.909,77.002,184667
"511","Prince Far I","Message From The King - 2000 Digital Remaster","dislike",0.708,0.571,"10",-10.532,"1",0.214,0.259,0,0.25,0.322,133.064,212093
"512","Prince Far I","Dub To Africa","dislike",0.755,0.439,"8",-11.276,"0",0.0448,1.7e-05,0.699,0.254,0.499,129.815,199973
"513","Sly & Robbie","Burial Dub","dislike",0.748,0.563,"9",-12.31,"1",0.0846,0.0682,0.821,0.36,0.836,122.788,256480
"514","Sly & Robbie Meet King Tubby","Roots Of Africa Dub","dislike",0.864,0.253,"1",-19.09,"0",0.0583,0.0063,0.862,0.127,0.458,124.92,213640
"515","G. Corp","Murder","dislike",0.869,0.531,"2",-9.605,"1",0.042,0.00251,0.883,0.0981,0.637,135.651,332434
"516","Roots Manuva","Highest Grade Dub","dislike",0.787,0.631,"11",-5.364,"1",0.0597,0.0266,0.813,0.253,0.578,97.021,226480
"517","Overproof Soundsystem Ft. Chesire Cat","The 'Erb","dislike",0.933,0.792,"7",-7.913,"1",0.0842,0.00342,1.25e-06,0.67,0.917,139.745,249940
"518","Charlie Chaplin","Batta Batta","dislike",0.875,0.777,"2",-5.379,"1",0.043,0.0866,0.091,0.206,0.636,95.242,200293
"519","Natural Self","Midnight Sun - Prince Fatty Dub","dislike",0.65,0.762,"8",-5.88,"1",0.0975,0.0459,0.599,0.31,0.763,82.87,247640
"520","High Tone","Mother Dubber","dislike",0.589,0.638,"7",-8.87,"1",0.0468,0.00427,0.839,0.0934,0.164,82.071,315587
"521","Alice Russell","Hurry On Now - Boub Remix","dislike",0.791,0.536,"11",-9.336,"1",0.0612,0.0892,0.145,0.102,0.848,166.679,268187
"522","Bob Marley & The Wailers","Sun Is Shining (Dub Version)","dislike",0.915,0.81,"11",-5.739,"0",0.2,0.01,0.257,0.135,0.624,143.866,225000
"523","B.R. Stylers","Let them Shine (Dub Version)","dislike",0.708,0.769,"11",-8.658,"0",0.0622,7.07e-05,0.68,0.37,0.816,144.005,189160
"524","Fat Freddy's Drop","The Raft","dislike",0.668,0.534,"9",-8.267,"0",0.0371,0.0139,0.369,0.328,0.339,139.429,431293
"525","King Tubby","Dub On Fire","dislike",0.576,0.747,"8",-6.444,"1",0.0503,0.0403,0.852,0.209,0.293,80.975,149373
"526","Ini Kamoze","World a Music","dislike",0.876,0.455,"6",-9.331,"0",0.135,0.015,0.00972,0.048,0.328,74.111,336213
"527","Sister Nancy","Only Woman D.J. With Degree","dislike",0.746,0.553,"5",-8.597,"0",0.363,0.123,0,0.218,0.662,76.451,209293
"528","Easy Star All-Stars","Brain Damage (Adrian Sherwood and Jazzwad Remix)","dislike",0.721,0.744,"2",-5.377,"1",0.0796,0.0294,0.0902,0.0782,0.577,124.043,270133
"529","Tappa Zukie","Tapper Zukie In Dub","dislike",0.74,0.774,"1",-11.259,"1",0.106,0.102,0.781,0.511,0.594,127.852,190333
"530","Prince Far I","Cry Tuff + The Originals","dislike",0.76,0.496,"5",-12.023,"0",0.0402,2.15e-05,0.675,0.391,0.585,129.018,202867
"531","Juls","Radar","dislike",0.828,0.508,"7",-6.845,"1",0.328,0.0291,0,0.252,0.847,104.762,177837
"532","Wild Belle","Backslider","dislike",0.578,0.541,"7",-8.855,"1",0.102,0.469,0.0153,0.0862,0.739,193.111,204307
"533","Juls","Slow Down","dislike",0.718,0.641,"5",-8.228,"1",0.142,0.574,0.000166,0.0851,0.704,103.098,209318
"534","Collie Buddz","Callaloo (feat. Dizzy Wright)","dislike",0.745,0.619,"8",-7.148,"1",0.0958,0.00702,0,0.214,0.685,142.917,177615
"535","Haile Supreme","Danjahrous","dislike",0.689,0.856,"6",-6.222,"0",0.136,0.11,2.56e-05,0.101,0.908,86.982,189489
"536","The Black Seeds","Dust and Dirt","dislike",0.723,0.508,"5",-8.206,"0",0.0313,0.0231,0.0923,0.227,0.748,80.8,283547
"537","Slightly Stoopid","The Prophet","dislike",0.641,0.73,"0",-6.877,"1",0.0307,0.000858,0.122,0.287,0.34,87.991,194693
"538","Alborosie","Stepping Out (feat. David Hinds)","dislike",0.847,0.829,"10",-4.51,"0",0.0793,0.1,0,0.107,0.964,76.996,214747
"539","Pepper","F**k Around (All Night)","dislike",0.584,0.891,"1",-5.463,"0",0.0703,0.053,0,0.351,0.741,152.027,205840
"540","MAGIC!","How Do You Want to Be Remembered","dislike",0.52,0.567,"5",-8.984,"0",0.0652,0.0479,1.61e-06,0.0934,0.529,80.525,243120
"541","Kabaka Pyramid","Lead The Way","dislike",0.548,0.802,"10",-4.789,"0",0.358,0.325,0,0.217,0.928,175.253,244245
"542","Jamiroquai","Drifting Along - Remastered","dislike",0.777,0.545,"4",-7.591,"1",0.0483,0.0467,0.73,0.0611,0.77,96.17,245787
"543","Chadwick Stokes","Gunship Politico","dislike",0.55,0.74,"8",-6.468,"1",0.0492,0.0224,6.89e-06,0.287,0.617,93.514,343613
"544","Matisyahu","Sunshine","dislike",0.697,0.769,"0",-3.712,"1",0.0626,0.00747,0,0.0733,0.822,100.029,213069
"545","Barrington Levy","Black Roses","dislike",0.55,0.323,"10",-9.764,"0",0.0369,0.529,0,0.219,0.586,83.957,277660
"546","Xavier Rudd","Come Let Go","dislike",0.543,0.542,"7",-8.649,"1",0.0478,0.113,0.0512,0.39,0.261,140.092,412227
"547","Ballyhoo!","Walk Away","dislike",0.745,0.718,"9",-6.707,"1",0.0392,0.0627,0,0.195,0.852,104.983,203680
"548","Dirty Heads","Sound Of Change","dislike",0.608,0.788,"0",-5.272,"0",0.077,0.0266,0,0.116,0.309,97.391,212393
"549","Pepper","Stone Love","dislike",0.837,0.478,"6",-5.861,"0",0.0627,0.0571,0.00129,0.0569,0.81,78.746,254800
"550","Rebelution","Feeling Alright","dislike",0.839,0.578,"7",-8.401,"1",0.0645,0.0389,0,0.135,0.642,134.237,264453
"551","Taken By Trees","I Want You","dislike",0.696,0.437,"7",-10.715,"1",0.0323,0.258,0.045,0.102,0.606,79.019,253853
"552","Ziggy Marley","Lighthouse","dislike",0.532,0.658,"1",-7.615,"1",0.0311,0.11,0.00918,0.0864,0.569,165.978,260763
"553","The Beautiful Girls","Dancehall Days","dislike",0.746,0.743,"5",-9.088,"1",0.0525,0.00808,0.0315,0.343,0.87,162.02,207910
"554","Katchafire","Collie Herb Man - Joost Langveld & Roger Perry Reactor Dub","dislike",0.874,0.838,"8",-4.693,"0",0.0592,0.166,0.499,0.0508,0.973,148.022,432587
"555","The Beautiful Girls","10:10","dislike",0.589,0.766,"0",-5.224,"1",0.0968,0.132,5.04e-06,0.133,0.826,177.957,199760
"556","Nahko and Medicine for the People","Warrior People","dislike",0.7,0.911,"6",-4.921,"0",0.0563,0.0643,0,0.0872,0.853,159.94,297375
"557","MAGIC!","No Way No","dislike",0.743,0.733,"7",-5.183,"0",0.0513,0.104,1.05e-05,0.149,0.807,153.978,231667
"558","Tribal Seeds","Soundwaves (feat. Eric Rachmany of Rebelution)","dislike",0.714,0.587,"2",-6.872,"0",0.0395,0.0162,0,0.0585,0.628,77.008,290550
"559","Protoje","I&I","dislike",0.772,0.786,"6",-5.89,"0",0.0452,0.557,2.6e-06,0.128,0.802,127.95,236648
"560","Dirty Heads","Dance All Night","dislike",0.706,0.767,"1",-5.198,"1",0.0435,0.0109,1.35e-06,0.178,0.879,81.009,206333
"561","HaBanot Nechama","Ever","dislike",0.602,0.41,"0",-7.534,"0",0.0963,0.649,0,0.0816,0.717,133.337,198547
"562","Shanique Marie","iLove","dislike",0.751,0.523,"9",-6.286,"0",0.0377,0.257,0,0.174,0.628,129.967,214154
"563","TreeHouse!","Blessings (feat. Brandon Hucks & Alex Winchester)","dislike",0.545,0.696,"7",-5.188,"1",0.0316,0.249,0,0.0859,0.674,125.852,330560
"564","Alborosie","Run Come","dislike",0.789,0.689,"4",-7.367,"0",0.262,0.0333,0,0.254,0.677,76.963,240547
"565","John Butler Trio","Groovin' Slowly","dislike",0.763,0.512,"9",-6.165,"1",0.0902,0.59,2.85e-06,0.098,0.502,129.783,271800
"566","Cherine Anderson","Fade 2 Black","dislike",0.721,0.721,"8",-7.61,"0",0.313,0.0293,0,0.321,0.495,105.096,202875
"567","Wild Belle","Keep You","dislike",0.64,0.893,"7",-5.795,"0",0.0475,0.0406,0.00738,0.0735,0.919,133.973,210613
"568","SOJA","Born In Babylon","dislike",0.731,0.576,"7",-7.841,"0",0.0302,0.0111,0.000235,0.18,0.724,133.951,276347
"569","Gentleman","Superior","dislike",0.67,0.756,"0",-5.561,"0",0.112,0.35,0,0.0286,0.972,152.348,229707
"570","Kabaka Pyramid","No Capitalist","dislike",0.639,0.727,"4",-4.522,"1",0.226,0.336,0,0.249,0.666,86.902,174093
"571","Bedouin Soundclash","Brutal Hearts","dislike",0.898,0.501,"7",-7.2,"0",0.0422,0.372,0.00863,0.148,0.527,117.975,190510
"572","Natural Vibrations","Put a Little Love","dislike",0.731,0.651,"0",-8.755,"1",0.0705,0.0117,0,0.052,0.615,77.866,264400
"573","Kimie'","Rooted (feat. Irie Love)","dislike",0.909,0.599,"7",-8.047,"0",0.0468,0.171,0,0.0827,0.914,134.004,206493
"574","Sashamon","Necta (Butterfly)","dislike",0.887,0.528,"7",-7.59,"1",0.0862,0.107,0.00158,0.0613,0.729,144.118,305987
"575","Wild Belle","Love Like This","dislike",0.928,0.571,"5",-7.848,"0",0.0479,0.31,0.00189,0.0599,0.943,137.219,238453
"576","Solid Vibes","Hold On","dislike",0.819,0.517,"6",-5.766,"0",0.114,0.00176,0.287,0.0572,0.933,125.009,324360
"577","Congo Natty","Rebel","dislike",0.729,0.874,"7",-6.724,"1",0.163,0.0717,0,0.825,0.559,88.015,267720
"578","Drunk Souls","Barfly","dislike",0.752,0.498,"9",-8.564,"0",0.0333,0.00398,0.00871,0.306,0.652,114.976,223493
"579","Nyabinghia","Rebel In Zion","dislike",0.492,0.678,"4",-4.201,"0",0.0281,0.17,1.27e-06,0.305,0.743,148.033,255467
"580","Slightly Stoopid","Top of the World","dislike",0.673,0.738,"9",-6.221,"0",0.0305,0.0207,0.00509,0.103,0.681,93.986,195813
"581","The Lumineers","Angela","like",0.668,0.563,"4",-8.23,"1",0.0305,0.649,0.000347,0.11,0.289,130.366,201786
"582","Drew Holcomb & The Neighbors","What Would I Do Without You","like",0.602,0.336,"8",-11.106,"1",0.0369,0.883,0.0017,0.143,0.335,90.894,172213
"583","Fleet Foxes","Mykonos","like",0.3,0.452,"11",-9.298,"1",0.0305,0.395,0.000818,0.137,0.342,82.988,275307
"584","Josh Garrels","Benediction","like",0.525,0.191,"5",-14.603,"1",0.0313,0.891,0.0547,0.108,0.367,135.089,249240
"585","Ben Howard","Old Pine","like",0.401,0.364,"5",-10.836,"1",0.033,0.45,0.0503,0.162,0.224,129.568,328507
"586","Ben Howard","Old Pine","like",0.401,0.364,"5",-10.836,"1",0.033,0.45,0.0503,0.162,0.224,129.568,328507
